NAME	DESCRIPTION	SP-IR-P35-1	SP-IR-P35-2	SP-IR-P35-3	SP-IR-P35-4	SP-IR-P35-5	SP-IR-P35-6	MI-P35-1	MI-P35-2	MI-P35-3	MI-P35-4	MI-P35-5	MI-P35-6
MCMBP	na	0.246290226	0.24852865	0.255108394	0.273798837	0.235924277	0.235924277	0.242208531	0.243949569	0.259346547	0.234039454	0.249827861	0.247451212
SEC23IP	na	0.121805542	0.120118045	0.141570601	0.130808999	0.129853349	0.129853349	0.121647257	0.11684833	0.125955247	0.138763812	0.140399125	0.125613924
PLPP4	na	0.03898302	0.023979177	0.030707062	0.034173284	0.048143155	0.048143155	0.023936921	0.019222141	0.041621302	0.03021094	0.047599345	0.038135294
WDR11	na	0.212254684	0.194192784	0.233065508	0.193609388	0.231902937	0.231902937	0.161081334	0.141806449	0.158576324	0.123008293	0.132639315	0.138514646
FGFR2	na	0.010403441	0.003075818	0.015184645	0.004389791	0.003974143	0.003974143	0.012065365	0.010025015	0.009135972	0.011942578	0.005660255	0.010059603
ATE1	na	1.019814975	1.020311247	1.063404694	1.089450184	1.016007812	1.016007812	0.972270964	0.918416445	0.92685584	0.886064784	0.979871467	0.934969792
RF02219	na	0	0	0	0	0	0	0	0	0	0	0	0
NSMCE4A	na	0.05472874	0.066260958	0.071617945	0.063955679	0.053636053	0.053636053	0.071093376	0.075541196	0.076536364	0.104112594	0.084715033	0.080574569
ENSSSCG00000037530	na	1.334692089	1.345572984	1.369968587	1.404979345	1.37456541	1.37456541	1.21340787	1.211327243	1.16358694	1.17284234	1.123106279	1.185341894
RF00026.328	na	0.000735658	0.000643055	0	0.001056029	0	0	0	0	0.001370121	0	0	0
RF00026.329	na	0.001026254	0.000810405	0.000815226	0.00183666	0.000863953	0.000863953	0	0	0	0	0	0
TACC2	na	0.647055063	0.660892708	0.638727572	0.643321708	0.694785402	0.694785402	0.620938407	0.57291598	0.674656586	0.639882848	0.616065861	0.717905598
BTBD16	na	0.001950001	0.00227563	0.002981942	0.001281411	0	0	0.003458085	0.004475213	0	0.006306336	0.008261931	0.012010096
PLEKHA1	na	0.585195826	0.571954478	0.564653477	0.58131181	0.586811007	0.586811007	0.584203077	0.650530346	0.622601276	0.589301705	0.551634641	0.583641089
ENSSSCG00000010703	na	0.104315205	0.086307623	0.090960349	0.090429356	0.083085838	0.083085838	0.082248906	0.077132694	0.09068369	0.083564943	0.086571911	0.073415695
DMBT1	na	0	0	0	0	0	0	0.00204123	0.002647189	0.002647189	0.002647189	0.002647189	0.002572414
ENSSSCG00000002980	na	0	0	0.001381206	0	0	0	0	0.001446335	0	0.003203142	0.001907259	0
ENSSSCG00000021947	na	0	0	0	0	0	0	0.009543223	0.011666446	0.011604244	0.006518512	0.004324209	0.007613698
PSP-II	na	0.000688563	0	0	0	0	0	0.000497771	0	0.004299525	0.000813153	0.003858208	0.000698377
SPMI	na	0	0	0	0	0	0	0	0	0	0	0	0
C14H10orf120	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000010718	na	0	0	0.000894339	0.000894339	0	0	0.001171578	0.004797344	0.002050269	0.003091899	0.003491086	0.005044826
ENSSSCG00000010719	na	0.070054345	0.080559228	0.075332815	0.085511459	0.076110334	0.076110334	0.045408101	0.059381131	0.064687177	0.038564237	0.053909037	0.064736436
ENSSSCG00000023865	na	0.025856999	0.033037201	0.031942793	0.052219666	0.043846049	0.043846049	0.034451806	0.055770045	0.052140797	0.050871739	0.050076725	0.05150351
PSTK	na	0.037623793	0.053873206	0.060825469	0.068541012	0.052552322	0.052552322	0.065493475	0.054389194	0.04568889	0.06046148	0.060181401	0.061331176
IKZF5	na	0.236808534	0.226386296	0.249599067	0.238388061	0.296241135	0.296241135	0.189663199	0.191837731	0.210797393	0.192998073	0.158192585	0.161976774
ACADSB	na	0.363032096	0.384042749	0.37565494	0.416128088	0.393058905	0.393058905	0.348494752	0.36400252	0.345372053	0.307117146	0.308991845	0.312173714
HMX3	na	0	0	0	0	0	0	0	0	0	0	0	0
HMX2	na	0	0	0	0	0	0	0	0	0	0	0	0
BUB3	na	0.156246515	0.137693531	0.156577972	0.142232219	0.130290057	0.130290057	0.099371254	0.092184132	0.107301271	0.088296703	0.103126774	0.094463857
GPR26	na	0	0	0	0	0	0	0	0	0	0	0	0
CPXM2	na	0.180099209	0.177274226	0.217799115	0.172634643	0.182048616	0.182048616	0.083178962	0.069371072	0.060743013	0.05882788	0.057898281	0.076114993
CHST15	na	0.019232355	0.017540185	0.009525038	0.015111898	0.018278325	0.018278325	0.006646755	0.010110253	0.010632099	0.020837695	0.007983245	0.009844099
ENSSSCG00000010734	na	0.230789815	0.23653944	0.230231745	0.235159844	0.210335129	0.210335129	0.209395341	0.220145552	0.223376525	0.225980806	0.223111718	0.200556575
NKX1-2	na	0	0	0	0	0	0	0	0	0	0	0	0
LHPP	na	0.263486732	0.254765483	0.264620183	0.251133832	0.257787895	0.257787895	0.217371362	0.259196864	0.216699659	0.223259126	0.220028519	0.243031683
FAM53B	na	0.553255829	0.576151427	0.549701396	0.557667708	0.590390276	0.590390276	0.2556969	0.301840563	0.264272453	0.284922911	0.295410995	0.266934402
RF00001.67	na	0	0	0.001634025	0.005500276	0.002587013	0.002587013	0	0	0	0	0	0
ENSSSCG00000023560	na	0.03288848	0.052235476	0.044066256	0.05924393	0.049625384	0.049625384	0.019511367	0.015912428	0.016168597	0.013652367	0.017153035	0.016495155
ABRAXAS2	na	0.191317192	0.186238723	0.205216052	0.188716162	0.180754083	0.180754083	0.218617461	0.286086358	0.189740553	0.212211899	0.212196044	0.196155675
ZRANB1	na	0.443508185	0.42835526	0.460879002	0.416583984	0.486908639	0.486908639	0.527708848	0.565315444	0.525178507	0.566331409	0.486781892	0.521801849
CTBP2	na	0.388454808	0.459936393	0.386549189	0.436419142	0.452532422	0.452532422	0.431587958	0.431164777	0.434430746	0.412388084	0.447781443	0.405346775
ENSSSCG00000031974	na	0.004192244	0.001109023	0	0	0.004192244	0.004192244	0	0.00205744	0	0.001719668	0.00213244	0.002646021
TEX36	na	0.005662931	0.006051768	0.005591946	0.005936196	0.003057233	0.003057233	0.005176974	0.010004955	0.003743662	0.004778309	0.00878872	0.009161664
EDRF1	na	0.159094859	0.175250254	0.199565204	0.172322381	0.166217387	0.166217387	0.137958819	0.158391317	0.128375164	0.16463159	0.157788947	0.137430897
UROS	na	0.173908451	0.162739944	0.159102746	0.151942967	0.148265934	0.148265934	0.143446681	0.183583879	0.170362773	0.157672274	0.181568877	0.18472795
BCCIP	na	0.051740352	0.050260347	0.039342665	0.052101117	0.040407577	0.040407577	0.046250322	0.040892786	0.044892232	0.046910158	0.035654953	0.039030011
DHX32	na	0.186097607	0.152280064	0.164305234	0.168911585	0.184269644	0.184269644	0.126259797	0.110582502	0.115702944	0.138855412	0.133551304	0.126407184
FANK1	na	0.030765384	0.01403884	0.013096963	0.014245648	0.019038297	0.019038297	0.015909398	0.01221358	0.028322847	0.01254018	0.021632523	0.025045861
ADAM12	na	0.236125203	0.16269477	0.171396168	0.143832844	0.157502098	0.157502098	0.053388353	0.021902294	0.034993884	0.033466213	0.04609754	0.042041136
RF00026.330	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00001.68	na	0	0	0	0	0	0	0	0	0	0	0	0
C10orf90	na	0	0	0	0	0	0	0.002094662	0.003509043	0.004400105	0.001441815	0.002999785	0.001084964
DOCK1	na	2.285436542	2.22340944	2.216609615	2.19889971	2.222253297	2.222253297	2.25998112	2.126919292	2.157426579	2.18164799	2.267048059	2.187160881
ENSSSCG00000031345	na	0.068601342	0.080006777	0.077750327	0.058254244	0.076964006	0.076964006	0.096719075	0.075728724	0.078215099	0.089797338	0.077260131	0.086557269
NPS	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00001.69	na	0	0	0	0	0	0	0	0	0	0	0	0
FOXI2	na	0	0	0	0	0	0	0	0	0	0	0	0
CLRN3	na	0	0	0	0	0	0	0	0	0.00141037	0.00141037	0	0
PTPRE	na	0.015283592	0.011625242	0.025678072	0.017991793	0.015619282	0.015619282	0.024460536	0.027090539	0.034957174	0.019182575	0.025359863	0.026829536
ENSSSCG00000026302	na	0.000710643	0.001791172	0	0.001131678	0.002460775	0.002460775	0.02843665	0.015261141	0.026688165	0.024854951	0.020259356	0.015986554
RF00001.70	na	0	0	0	0	0	0	0	0	0	0	0	0
MGMT	na	0.509455788	0.522867614	0.515146008	0.518768085	0.52626862	0.52626862	0.698567721	0.701474519	0.669551118	0.651674994	0.670240448	0.64453954
EBF3	na	0.10084965	0.02982539	0.06426708	0.074634109	0.069910752	0.069910752	0.021778982	0.020947402	0.027142786	0.025279863	0.032004901	0.034496266
ENSSSCG00000040426	na	0.016859865	0.003635795	0.0081776	0.012078533	0.009750422	0.009750422	0.006589956	0.014955627	0.014811653	0.01466881	0.006715029	0.014292094
GLRX3	na	0.225333249	0.193085957	0.215467509	0.2067763	0.210643641	0.210643641	0.234667255	0.222726413	0.20677603	0.219228982	0.237168156	0.251386181
ENSSSCG00000036631	na	0.010984329	0.007606005	0.00550156	0.014171305	0.005990621	0.005990621	0.031438525	0.035401901	0.022015314	0.028618413	0.038482951	0.036310968
RF00026.331	na	0	0	0	0	0	0	0	0	0	0	0	0
TCERG1L	na	0	0	0	0	0	0	0.002747915	0.001529436	0.001964704	0.00349414	0.001618698	0
ENSSSCG00000027988	na	0.069487223	0.063687583	0.058710804	0.081592251	0.070071233	0.070071233	0.078699646	0.077160735	0.085692376	0.07486587	0.073493192	0.099101281
BNIP3	na	0.144556022	0.155612811	0.136295398	0.161215909	0.130293978	0.130293978	0.082530339	0.082140421	0.074525147	0.070400601	0.055743042	0.077831372
JAKMIP3	na	0.049601302	0.068086174	0.054608824	0.051702611	0.058293166	0.058293166	0.021301817	0.018865919	0.02665463	0.010911459	0.021511494	0.020728363
RF00026.332	na	0	0	0.001196339	0	0	0	0	0	0	0	0	0
DPYSL4	na	0	0	0	0	0	0	0	0	0	0	0	0
STK32C	na	0.001241919	0	0.000412691	0.002199796	0.001241919	0.001241919	0.000796099	0.004583197	0.002753789	0	0.00466565	0.002406786
ENSSSCG00000010764	na	0.000386254	0	0	0	0.002899022	0.002899022	0	0	0	0	0	0
PWWP2B	na	0.01915018	0.029956944	0.038133092	0.025320343	0.027680663	0.027680663	0.010239918	0.011584025	0.010049899	0.009539533	0.015060804	0.015609117
ENSSSCG00000040532	na	0.001979693	0.001824429	0.0014116	0.001604927	0.0014116	0.0014116	0	0	0	0	0	0
INPP5A	na	0.693059797	0.602132545	0.655397433	0.650076816	0.630772219	0.630772219	0.514426253	0.489254265	0.556149735	0.488211112	0.501123684	0.552889714
NKX6-2	na	0.003439763	0.004481536	0	0.002124796	0.00264152	0.00264152	0	0	0	0	0	0
CFAP46	na	0.189339691	0.189198758	0.197840051	0.226328108	0.173838086	0.173838086	0.09286978	0.125341471	0.087058162	0.096009493	0.089562985	0.087720881
ADGRA1	na	0	0	0	0	0	0	0.001881381	0.000763144	0	0.000763144	0	0
KNDC1	na	0	0.000829225	0	0	0.001080705	0.001080705	0	0.00628775	0.002226862	0.005666145	0.002724992	0.00327419
ENSSSCG00000010771	na	0	0	0	0	0	0	0	0	0	0	0	0
ssc-mir-202	na	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	na	0.001172205	0.000643055	0.004473609	0	0.00529136	0.00529136	0.003579195	0.003767169	0.005436833	0	0.001583823	0.003965035
TUBGCP2	na	0.131998756	0.126492032	0.159622003	0.136778453	0.13311689	0.13311689	0.110948741	0.100636149	0.105237806	0.098267341	0.083401591	0.098512561
ZNF511	na	0.072155086	0.062643475	0.071973731	0.06278351	0.067086712	0.067086712	0.054955029	0.057880286	0.05160152	0.068658692	0.063778414	0.056973931
ENSSSCG00000033363	na	0.000565316	0.006491612	0.00677042	0.006491612	0.002899406	0.002899406	0.004869224	0.00418559	0.001520079	0.004789662	0	0.000927638
CALY	na	0	0.000597126	0	0	0	0	0	0.001551239	0	0	0	0
ENSSSCG00000010792	na	0	0	0	0	0	0	0	0	0	0	0	0
FUOM	na	0.018719512	0.024449888	0.031386548	0.034770962	0.027739101	0.027739101	0.041544231	0.030701527	0.026094794	0.018346868	0.031224934	0.019358293
ECHS1	na	0.25384391	0.279337603	0.251850918	0.257270929	0.255081315	0.255081315	0.17118721	0.128859974	0.208942979	0.150174014	0.146050005	0.145441463
PAOX	na	0.018413605	0.040892494	0.029884367	0.045806311	0.029165616	0.029165616	0.018801974	0.026125133	0.013447471	0.01698084	0.019381006	0.019093472
ENSSSCG00000029088	na	0.104397311	0.101295289	0.080770451	0.080485955	0.078702168	0.078702168	0.074146199	0.068942757	0.055018853	0.07345927	0.059736596	0.073175445
SPRN	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000039939	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000010788	na	0	0	0	0	0	0	0	0	0	0	0	0
SCART1	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036429	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000031310	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000040664	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000031732	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000033157	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000038145	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000034807	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000010783	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000010782	na	0	0	0	0	0	0	0	0	0	0	0	0
CYP2E1	na	0.006051444	0	0.013033446	0.003079853	0.002558546	0.002558546	0.002293883	0	0.001177035	0.001744739	0.001656519	0.004234148
ENSSSCG00000038841	na	0.030777574	0.030231693	0.036701376	0.030519469	0.034666876	0.034666876	0.017150228	0.026739819	0.026990852	0.024080372	0.012854102	0.013427669
SYCE1	na	0.01066797	0.010000572	0.004304591	0.004236913	0.003243397	0.003243397	0.007844029	0.004282791	0.001825539	0.003428736	0.001584607	0.004982917
ENSSSCG00000032174	na	0	0	0	0	0	0	0	0	0	0	0	0
STAM2	na	0.271529827	0.278366424	0.248383334	0.261261325	0.311024347	0.311024347	0.245949819	0.280426531	0.251972126	0.266170953	0.262090561	0.314706264
CACNB4	na	0.003596692	0.004630843	0.00127263	0.0011018	0.003729149	0.003729149	0.015386465	0.009046912	0.0061446	0.00826924	0.014484854	0.012342382
ARL5A	na	0.178502398	0.207508094	0.18279059	0.198737443	0.228409394	0.228409394	0.114169453	0.131633094	0.115848769	0.153910812	0.114819841	0.128403736
NEB	na	1.041220436	0.955404737	0.94505358	1.094976165	1.045913429	1.045913429	0.211157191	0.170848259	0.20987389	0.186870563	0.255484199	0.211905895
RIF1	na	0.300673275	0.277014032	0.256999471	0.278209909	0.298700382	0.298700382	0.274831003	0.273404201	0.307192143	0.29214833	0.299306402	0.268561094
TNFAIP6	na	0.007903161	0.004597686	0.01088118	0.006532623	0.013226437	0.013226437	0.006219976	0.002178107	0.009972541	0.003587945	0.002465497	0.003857719
ENSSSCG00000038169	na	0	0	0	0	0	0	0	0	0	0	0	0
NMI	na	0.010510186	0.018573293	0.017602232	0.010364283	0.019021028	0.019021028	0.010662299	0.015081996	0.01985673	0.009254411	0.016288553	0.017709135
ENSSSCG00000032103	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00026.333	na	0	0	0	0	0	0	0	0	0	0	0	0
RND3	na	0.15386288	0.115166876	0.118063207	0.118281863	0.141933918	0.141933918	0.424086005	0.403318153	0.46072923	0.444971505	0.419285453	0.40441914
RF00156.23	na	0	0	0	0	0	0	0	0	0	0	0	0
MMADHC	na	0.221374117	0.258218355	0.277506861	0.228045125	0.231052705	0.231052705	0.198121572	0.219668618	0.217141535	0.256073567	0.245049184	0.225336986
ENSSSCG00000031246	na	0.000421988	0.000421988	0	0.000421988	0.001135385	0.001135385	0.002707038	0	0.002707038	0.006777037	0.002126577	0
LYPD6	na	0.60905522	0.563958165	0.633759479	0.649038301	0.56709614	0.56709614	0.331422651	0.384597245	0.37159598	0.386763541	0.369208563	0.379353789
LYPD6B	na	0.225086857	0.23824691	0.22050954	0.24897199	0.279661325	0.279661325	0.093228495	0.098499219	0.109824889	0.079983648	0.102960488	0.101075411
KIF5C	na	0.003856762	0.011474105	0.004466189	0.010432343	0.006446497	0.006446497	0.021785224	0.014255423	0.024065775	0.013439947	0.0333961	0.01208864
EPC2	na	0.593568854	0.654178822	0.655559025	0.685694578	0.681739473	0.681739473	0.644739838	0.640821838	0.677575503	0.63370426	0.6813854	0.638884071
MBD5	na	1.415646359	1.397750788	1.558658017	1.493772477	1.435800967	1.435800967	1.536154728	1.531833512	1.578512716	1.609350584	1.67052506	1.67084825
ORC4	na	1.246031174	1.174729848	1.214364846	1.201344001	1.152239152	1.152239152	1.263318406	1.302076786	1.312467135	1.357921869	1.313894793	1.275968264
RF00004.10	na	0	0	0	0.001687544	0	0	0	0	0	0	0	0
ACVR2A	na	1.08893049	1.0415885	1.162020443	1.062111472	1.113948333	1.113948333	0.746723129	0.736017845	0.774396397	0.679459104	0.750029292	0.72232465
RF02271.12	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000037285	na	0	0	0.000627818	0	0	0	0.012330223	0.00856238	0.011202104	0.004927928	0.007863678	0.002358951
ENSSSCG00000036561	na	0.00073775	0	0.00073775	0.00073775	0	0	0	0	0	0	0.001531259	0
ENSSSCG00000034111	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000033125	na	0	0	0	0	0	0	0.003920086	0.000805257	0.000805257	0.000805257	0.002128514	0
RF01992	na	0	0	0	0	0	0	0	0	0	0	0	0
RF01987	na	0	0	0	0	0	0	0	0	0	0	0	0
RF01986	na	0	0	0	0	0	0	0	0.000683691	0	0.000683691	0	0
ZEB2	na	1.126532309	1.028989755	1.045815283	1.057174151	1.092524874	1.092524874	0.733616079	0.784987632	0.793447937	0.706739319	0.787213616	0.734223731
RF01985	na	0	0.000678413	0	0	0	0	0	0	0	0	0	0
RF01984	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036912	na	0	0	0	0	0	0	0	0	0	0	0	0
GTDC1	na	0.68556714	0.720552198	0.648972181	0.691154299	0.717980748	0.717980748	0.768326006	0.841829949	0.768892687	0.716690583	0.749382019	0.789276243
ARHGAP15	na	0.132490953	0.172598594	0.143362436	0.138650311	0.138421301	0.138421301	0.071047714	0.062104802	0.095545609	0.074420664	0.090302889	0.063475174
RF00026.334	na	0	0	0	0	0	0	0.000855684	0	0	0.001793699	0.000695432	0
KYNU	na	0.062291045	0.066593935	0.046304813	0.084193729	0.066860015	0.066860015	0.02219169	0.027896099	0.025305349	0.027593709	0.017040277	0.019855734
ENSSSCG00000036660	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000032159	na	0.012745288	0.01208223	0.013851297	0.008619992	0.019450539	0.019450539	0.006709965	0.006897324	0.010709685	0.005948066	0.006066352	0.008159773
ENSSSCG00000031528	na	0.49145186	0.479812949	0.48029106	0.405468323	0.47743586	0.47743586	0.481095505	0.456224826	0.457963193	0.538299801	0.445937176	0.503622089
ENSSSCG00000023746	na	0.129967318	0.136662242	0.168837537	0.143590419	0.12194444	0.12194444	0.117238066	0.075943098	0.087004361	0.104057027	0.101417869	0.108923346
ENSSSCG00000015681	na	0.003447642	0.000947278	0.003331232	0.002874471	0	0	0.001143866	0.002245854	0.001348219	0.00219525	0.001950097	0.001027686
RF02271.13	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000036486	na	0	0.000720653	0.001010466	0.000720653	0.001754401	0.001754401	0	0.000846068	0.000560892	0.000947412	0	0.003059739
RF00026.335	na	0	0	0	0	0	0	0	0	0	0	0	0
RF00026.336	na	0	0	0	0	0	0	0	0	0	0	0	0
NXPH2	na	0.003340486	0.001471775	0.001951998	0.008721477	0.002748812	0.002748812	0.01057264	0.004216874	0.015945232	0.006204407	0.012152653	0.014665422
SPOPL	na	0.191879714	0.199798028	0.224968093	0.196295947	0.200905417	0.200905417	0.177725394	0.201660496	0.217545975	0.203020484	0.195265667	0.189469087
ENSSSCG00000036373	na	0.011546991	0.022722941	0.026367252	0.01586446	0.020441679	0.020441679	0.015228914	0.018369522	0.012931948	0.020573381	0.013936927	0.008637074
RF00026.337	na	0	0	0	0	0	0	0	0	0	0	0	0
HNMT	na	0.16597787	0.17833728	0.159076085	0.186055116	0.167863404	0.167863404	0.06111875	0.054835411	0.0631751	0.041140973	0.063033798	0.069745254
ENSSSCG00000037083	na	0.016364331	0.006479003	0.008750733	0.008050618	0.007835272	0.007835272	0	0.002295438	0.001256234	0.002884311	0.001061109	0
THSD7B	na	0.021397115	0.021937206	0.022998922	0.02358129	0.025810354	0.025810354	0.038055395	0.057083935	0.047870686	0.054201189	0.05028535	0.051203723
ENSSSCG00000015687	na	0.000938738	0	0	0	0	0	0.001523272	0	0	0	0.002059485	0
CXCR4	na	0.003715321	0.003412224	0.006703331	0.004658297	0.005699971	0.005699971	0	0.00750463	0.004388746	0.002718404	0.011214172	0.010541092
DARS	na	0.586340156	0.534543263	0.567179687	0.623260539	0.578978118	0.578978118	0.674165889	0.579432363	0.58210265	0.632659895	0.593092473	0.62009047
MCM6	na	0.063190372	0.051961372	0.060961262	0.075692553	0.042321477	0.042321477	0.114183789	0.119247215	0.127041699	0.101855413	0.115712777	0.103550991
RF00438.3	na	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000015691	na	0.003310981	0.004157269	0.003928561	0.003273851	0.003347486	0.003347486	0.003873993	0.005595087	0.006240847	0.005255613	0.003282619	0.001370411
ENSSSCG00000039870	na	0	0	0	0	0.001068997	0.001068997	0	0	0	0	0	0
ENSSSCG00000030013	na	0.00164966	0.001942429	0.001320038	0	0.0012623	0.0012623	0.005623825	0.001031363	0.008935985	0.003364435	0.005589846	0.00281937
ENSSSCG00000038878	na	0	0	0	0	0	0	0.012427079	0.017460842	0.020463752	0.023233856	0.014589326	0.009882053
ENSSSCG00000035547	na	0.055556097	0.056491684	0.043383633	0.047106886	0.060400813	0.060400813	0.023704633	0.031983004	0.03890002	0.030650732	0.027754873	0.024023965
UBXN4	na	0.768804892	0.842208611	0.85136642	0.872760753	0.769022884	0.769022884	0.738136378	0.759065116	0.758254739	0.783814907	0.754463695	0.742198012
R3HDM1	na	3.79175961	3.698416189	3.986545866	3.875761206	3.854984065	3.854984065	2.801940302	2.781330341	2.7830237	2.899539584	2.922360842	2.678568732
ssc-mir-128-1	na	0	0	0	0	0	0	0	0	0	0	0	0
ZRANB3	na	0.272523206	0.331732993	0.301612981	0.263077777	0.270090738	0.270090738	0.296918451	0.252823555	0.292251377	0.280383352	0.333621867	0.321563363
